Code ICD-11,Nom de la maladie
2F30.Y,Other specified benign neoplasm of breast
2F30.Z,Benign neoplasm of breast
2F31.00,Cervical Intraepithelial neoplasia grade I
2F31.0Y,Other specified non-mesenchymal benign neoplasm of uterus
2F31.0Z,Non-mesenchymal benign neoplasm of uterus
2F31.1,Non-mesenchymal benign neoplasm of uterus
2F31.2,Non-mesenchymal benign neoplasm of uterus
2F32.0,Cystic teratoma
2F32.1,Ovarian fibroma
2F32.2,Meigs' Syndrome
2F32.3,Serous ovarian cystadenoma
2F32.Y,Other specified benign neoplasm of ovary
2F32.Z,Benign neoplasm of ovary
2F33.0,Vulvar intraepithelial neoplasia
2F33.1,Vaginal intraepithelial neoplasia grade I
2F33.Y,Benign neoplasm of other specified female genital organs
2F33.Z,Benign neoplasm of unspecified female genital organs
2F34,Benign neoplasm of male genital organs
2F35,Benign neoplasm of urinary organs
2F36.0,Benign neoplasm of uvea
2F36.1,Benign neoplasm of iris
2F36.2,Benign neoplasm of ciliary body
2F36.3,Teratoma of orbit
2F36.4,Cysts of eyelid
2F36.Y,Other specified benign neoplasm of eye or ocular adnexa
2F36.Z,Benign neoplasm of eye or ocular adnexa
2F37.0,Non-secreting pituitary adenoma
2F37.Y,Other specified benign neoplasm of endocrine glands
2F37.Z,Benign neoplasm of endocrine glands
2F38,Benign neoplasm of other or unspecified sites
2F3Y,Other specified benign non-mesenchymal neoplasms
2F3Z,Benign non-mesenchymal neoplasms
2F5Y,Other specified benign neoplasms
2F5Z,Benign neoplasms
2F70.0,Neoplasms of uncertain behaviour of lip
2F70.1,Neoplasms of uncertain behaviour of stomach
2F70.2,Neoplasms of uncertain behaviour of small intestine
2F70.3,Neoplasms of uncertain behaviour of colon
2F70.4,Neoplasms of uncertain behaviour of rectum
2F70.5,Neoplasms of uncertain behaviour of liver
2F70.Y,Neoplasms of uncertain behaviour of oral cavity and digestive organs
2F70.Z,Neoplasms of uncertain behaviour of oral cavity and digestive organs
2F71.0,Neoplasms of uncertain behaviour of thymus
2F71.1,Neoplasms of uncertain behaviour of larynx
2F71.2,Neoplasms of uncertain behaviour of pleura
2F71.3,Neoplasms of uncertain behaviour of trachea
2F71.4,Neoplasms of uncertain behaviour of mediastinum
2F71.Y,Neoplasms of uncertain behaviour of middle ear
2F71.Z,Neoplasms of uncertain behaviour of middle ear
2F72.0,Keratoacanthoma
2F72.1,Spitzoid tumour of uncertain malignant potential
2F72.2,Melanocytic naevus with severe melanocytic dysplasia
2F72.Y,Other specified neoplasms of uncertain behaviour of skin
2F73,Neoplasms of uncertain behaviour of retroperitoneum
2F74,Neoplasms of uncertain behaviour of peritoneum
2F75,Neoplasms of uncertain behaviour of breast
2F76,Neoplasms of uncertain behaviour of female genital organs
2F77,Neoplasms of uncertain behaviour of male genital organs
2F78,Neoplasms of uncertain behaviour of urinary organs
2F79,Neoplasms of uncertain behaviour of eye or ocular adnexa
2F7A.0,Multiple polyglandular tumours
2F7A.Y,Other specified neoplasms of uncertain behaviour of endocrine glands
2F7A.Z,Neoplasms of uncertain behaviour of endocrine glands
2F7B,Neoplasms of uncertain behaviour of bone or articular cartilage
2F7C,Neoplasms of uncertain behaviour of connective or other soft tissue
2F7Y,Neoplasms of uncertain behaviour of other specified site
2F7Z,Neoplasms of uncertain behaviour of unspecified site
2F90.0,Neoplasms of unknown behaviour of colon
2F90.1,Neoplasms of unknown behaviour of rectum
2F90.Y,Neoplasms of unknown behaviour of oral cavity and digestive organs
2F90.Z,Neoplasms of unknown behaviour of oral cavity and digestive organs
2F91.0,Neoplasms of unknown behaviour of larynx
2F91.1,Neoplasms of unknown behaviour of trachea
2F91.Y,Neoplasms of unknown behaviour of middle ear
2F92,Neoplasms of unknown behaviour of skin
2F93,Neoplasms of unknown behaviour of retroperitoneum
2F94,Neoplasms of unknown behaviour of peritoneum
2F95,Neoplasms of unknown behaviour of breast
2F96,Neoplasms of unknown behaviour of female genital organs
2F97,Neoplasms of unknown behaviour of male genital organs
2F98,Neoplasms of unknown behaviour of urinary organs
2F99,Neoplasms of unknown behaviour of eye or ocular adnexa
2F9A,Neoplasms of unknown behaviour of endocrine glands
2F9B,Neoplasms of unknown behaviour of bone or articular cartilage
2F9C,Neoplasms of unknown behaviour of connective or other soft tissue
2F9Y,Neoplasms of unknown behaviour of other specified site
2F9Z,Neoplasms of unknown behaviour of unspecified site
3A00.00,Acute posthaemorrhagic anaemia
3A00.01,Chronic posthaemorrhagic anaemia
3A00.0Z,Acquired iron deficiency anaemia due to blood loss
3A00.1,Acquired iron deficiency anaemia due to low intake
3A00.2,Acquired iron deficiency anaemia due to decreased absorption
3A00.3,Acquired iron deficiency anaemia due to increased requirement
3A00.Y,Other specified iron deficiency anaemia
3A00.Z,Iron deficiency anaemia
3A01.0,Hereditary Vitamin B12 deficiency anaemia
3A01.1,Neonatal vitamin B12 deficiency anaemia
3A01.2,Vitamin B12 deficiency anaemia due to low intake
3A01.30,Pernicious anaemia
3A01.3Y,Other specified vitamin B12 deficiency anaemia due to intrinsic factor deficiency
3A01.4,Vitamin B12 deficiency anaemia due to intestinal disease
3A01.5,Drug-induced vitamin B12 deficiency anaemia
3A01.Y,Other specified megaloblastic anaemia due to vitamin B12 deficiency
3A01.Z,Megaloblastic anaemia due to vitamin B12 deficiency
3A02.0,Hereditary folate deficiency anaemia
3A02.1,Folate deficiency anaemia due to low intake
3A02.2,Folate deficiency anaemia due to increased requirements
3A02.3,Folate deficiency anaemia due to decreased intestinal absorption
3A02.4,Drug-induced folate deficiency anaemia
3A02.Y,Other specified folate deficiency anaemia
3A02.Z,Folate deficiency anaemia
3A03.0,Hereditary orotic aciduria
3A03.1,Protein deficiency anaemia
3A03.2,Scorbutic anaemia
3A03.3,Copper deficiency anaemia
3A03.40,Acquired pyridoxine deficiency anaemia
3A03.41,Acquired riboflavin deficiency anaemia
3A03.42,Acquired thiamine deficiency anaemia
3A03.4Y,Other specified acquired other vitamin B deficiency anaemia
3A03.5,Acquired vitamin A deficiency anaemia
3A03.6,Acquired vitamin E deficiency anaemia
3A03.Y,Other and unspecified nutritional or metabolic anaemia
3A10.00,Haemolytic anaemia due to glucose-6-phosphate dehydrogenase deficiency
3A10.0Y,Other specified haemolytic anaemias due to hexose monophosphate shunt or glutathione metabolism anomalies
3A10.0Z,Haemolytic anaemias due to hexose monophosphate shunt or glutathione metabolism anomalies
3A10.1,Haemolytic anaemia due to adenosine deaminase excess
3A10.2,Hereditary elliptocytosis
3A10.3,Familial pseudohyperkalaemia
3A10.Y,Other specified hereditary haemolytic anaemia
3A10.Z,Hereditary haemolytic anaemia
3A1Y,Other specified congenital haemolytic anaemia
3A20.0,Autoimmune haemolytic anaemia
3A20.1,Autoimmune haemolytic anaemia
3A20.2,Autoimmune haemolytic anaemia
3A20.3,Paroxysmal cold haemoglobinuria
3A20.4,Alloimmune haemolytic anaemia
3A20.5,Evans syndrome
3A20.Y,Other specified acquired haemolytic anaemia
3A21.0,Paroxysmal nocturnal haemoglobinuria
3A21.1,Microangiopathic haemolytic anaemia
3A21.2,Haemolytic uraemic syndrome
3A21.Y,Other specified acquired haemolytic anaemia
3A2Z,Acquired haemolytic anaemia
3A4Z,Haemolytic anaemias
3A50.00,Mild alpha thalassaemia diseases
3A50.01,Thalassaemic alpha-chain variants
3A50.02,Haemoglobin H disease (– α/– – included)
3A50.03,Homozygous or compound heterozygous alpha0 thalassaemia
3A50.0Y,Other specified alpha thalassaemia
3A50.0Z,Alpha thalassaemia
3A50.1,Alpha thalassaemia related syndromes
3A50.2,Beta thalassaemia
3A50.3,Delta
3A50.4,Hereditary persistence of foetal haemoglobin
3A50.Y,Other specified thalassaemias
3A50.Z,Thalassaemias
3A51.0,Sickle cell trait
3A51.1,Sickle cell disease without crisis
3A51.2,Sickle cell disease with crisis
3A51.3,Compound heterozygous sickling disorders without crisis
3A51.4,Compound heterozygous sickling disorders with crisis
3A51.5,Haemoglobin C disease
3A51.6,Haemoglobin D disease
3A51.7,High affinity haemoglobin
3A51.8,Low affinity haemoglobin
3A51.9,Haemoglobin O disease
3A51.A,Haemoglobin E disease
3A51.B,Haemoglobin C/beta thalassaemia compound heterozygosity
3A51.Y,Other specified sickle cell disorders or other haemoglobinopathies
3A51.Z,Sickle cell disorders or other haemoglobinopathies
3A60.0,Congenital non-inherited pure red cell aplasia
3A60.1,Hereditary pure red cell aplasia
3A60.Z,Congenital pure red cell aplasia
3A61.0,Acute acquired pure red cell aplasia
3A61.1,Chronic acquired pure red cell aplasia
3A61.Y,Other specified acquired pure red cell aplasia
3A61.Z,Acquired pure red cell aplasia
3A6Z,Pure red cell aplasia
3A70.0,Congenital aplastic anaemia
3A70.10,Drug-induced aplastic anaemia
3A70.11,Aplastic anaemia due to other external agents
3A70.12,Idiopathic aplastic anaemia
3A70.1Y,Other specified acquired aplastic anaemias
3A70.1Z,Acquired aplastic anaemias
3A70.Z,Aplastic anaemia
3A71.0,Anaemia in neoplastic disease
3A71.1,Anaemia in chronic infectious diseases
3A71.2,Anaemia in chronic kidney disease
3A71.Y,Other specified anaemia due to chronic disease
3A71.Z,Anaemia due to chronic disease
3A72.00,Hereditary sideroblastic anaemias
3A72.01,Hereditary syndromic sideroblastic anaemia
3A72.0Y,Other specified congenital sideroblastic anaemias
3A72.0Z,Congenital sideroblastic anaemias
3A72.1,Acquired sideroblastic anaemias
3A72.Z,Sideroblastic anaemia
3A73,Congenital dyserythropoietic anaemia
3A80.0,Primary inherited erythrocytosis
3A80.Y,Other specified congenital polycythaemia
3A80.Z,Congenital polycythaemia
3A81.0,Polycythaemia due to hypoxia
3A81.1,Polycythaemia due to over-transfusion or blood doping
3A81.2,Relative polycythaemia
3A81.Y,Other specified acquired polycythaemia
3A81.Z,Acquired polycythaemia
3A8Z,Polycythaemia
3A90,Anaemia of acute disease
3A91,Congenital methaemoglobinaemia
3A92,Hereditary methaemoglobinaemia
3A93,Acquired methaemoglobinaemia
3A9Y,Other specified anaemias and erythrocyte disorders
3A9Z,Anaemias or other erythrocyte disorders
3B10.0,Haemophilia A
3B10.1,Hereditary factor VIII deficiency with anti-factor VIII inhibitor
3B10.Y,Other specified hereditary factor VIII deficiency
3B10.Z,Hereditary factor VIII deficiency
3B11.0,Haemophilia B
3B11.Y,Other specified hereditary factor IX deficiency
3B11.Z,Hereditary factor IX deficiency
3B12,Von Willebrand disease
3B13,Haemophilia C
3B14.0,Hereditary deficiency of factor I
3B14.1,Hereditary factor X deficiency
3B14.2,Combined deficiency of vitamin K-dependent clotting factors
3B14.Z,Other inherited coagulation factor deficiency with bleeding tendency
3B15,Inherited coagulation factor deficiency without bleeding tendency
3B1Z,Congenital or constitutional haemorrhagic condition
3B20,Disseminated intravascular coagulation
3B21.0,Haemorrhage due to thrombin inhibitor other than heparin
3B21.1,Haemorrhage due to factor Xa inhibitor
3B21.Y,Haemorrhagic disorder due to other specified circulating anticoagulants
3B21.Z,Haemorrhagic disorder due to unspecified circulating anticoagulants
3B22,Acquired haemophilia
3B2Y,Other specified haemorrhagic diseases due to acquired coagulation factor defects
3B4Z,Coagulation defects
3B50.0,Congenital alpha-2 antiplasmin deficiency
3B50.1,Congenital plasminogen activator inhibitor type 1 deficiency
3B50.Y,Other specified inherited fibrinolytic defects
3B50.Z,Inherited fibrinolytic defects
3B51,Acquired fibrinolytic defects
3B60.0,Hereditary vascular purpura
3B60.1,Acquired vascular purpura
3B61.00,Hyperhomocysteinaemia
3B61.0Y,Other specified hereditary thrombophilia
3B61.1,Acquired thrombophilia
3B61.Y,Other specified thrombophilia
3B61.Z,Thrombophilia
3B62.00,Alpha-granule diseases
3B62.01,Inherited giant platelet disorder
3B62.0Y,Other specified inherited qualitative platelet defects
3B62.0Z,Inherited qualitative platelet defects
3B62.1,Bleeding diathesis due to thromboxane synthesis deficiency
3B62.2,Isolated thrombocytopenia
3B62.3,Dense granule disease
3B62.4,Alpha-delta dense granule deficiency
3B62.5,Haemophagocytic syndrome associated with infection
3B62.Y,Other specified qualitative platelet defects
3B62.Z,Qualitative platelet defects
3B63.0,Congenital thrombocytosis
3B63.10,Secondary thrombocytosis
3B63.1Y,Other specified acquired thrombocytosis
3B63.1Z,Acquired thrombocytosis
3B63.Y,Other specified thrombocytosis
3B63.Z,Thrombocytosis
3B64.00,Congenital non-inherited thrombocytopenia
3B64.01,Hereditary thrombocytopenia
3B64.0Z,Congenital thrombocytopenia
3B64.10,Immune thrombocytopenic purpura
3B64.11,Secondary thrombocytopenic purpura
3B64.12,Drug-induced thrombocytopenic purpura
3B64.13,Alloimmune thrombocytopenia
3B64.14,Thrombotic thrombocytopenic purpura
3B64.1Y,Other specified acquired thrombocytopenia
3B64.Z,Thrombocytopenia
3B65,Thrombotic microangiopathy
3B6Y,Other specified coagulation defects
3B6Z,Coagulation defects
3B80.0,Splenomegaly in storage diseases
3B81.0,Tumour-like conditions of spleen
3B81.1,Postsurgical asplenia
3B81.2,Atrophy of spleen
3B81.3,Nontraumatic laceration or rupture of spleen
3B81.4,Splenosis
3B81.50,Pseudocyst of spleen
3B81.51,Epithelial cyst of spleen
3B81.5Y,Other specified splenic cyst
3B81.5Z,Splenic cyst
3B81.6,Infarction of spleen
3B81.70,Acute septic splenitis
3B81.71,Abscess of spleen
3B81.7Y,Other specified infection of spleen
3B81.7Z,Infection of spleen
3B81.8,Torsion of spleen
3B81.9,Fibrosis of spleen
3B81.A,Perisplenitis
3B81.B,Hypersplenism
3B81.C,Chronic congestive splenomegaly
3B81.Y,Other specified acquired disorders of spleen
3B8Z,Diseases of spleen
3C0Y,Other specified diseases of the blood or blood-forming organs
3C0Z,Diseases of the blood or blood-forming organs
4A00.00,Neutrophil immunodeficiency syndrome
4A00.0Y,Other specified functional neutrophil defects
4A00.0Z,Functional neutrophil defects
4A00.10,Immunodeficiency with an early component of complement deficiency
4A00.11,Immunodeficiency with a late component of complement deficiency
4A00.12,Immunodeficiency with factor B deficiency
4A00.13,Immunodeficiency with factor D anomaly
4A00.14,Hereditary angioedema
4A00.15,Acquired angioedema
4A00.1Y,Other specified defects in the complement system
4A00.1Z,Defects in the complement system
4A00.2,Genetic susceptibility to particular pathogens
4A00.3,Immunodeficiency with natural-killer cell deficiency
4A00.Y,Other specified primary immunodeficiencies due to disorders of innate immunity
4A00.Z,Primary immunodeficiencies due to disorders of innate immunity
4A01.00,Hereditary agammaglobulinaemia with profoundly reduced or absent B cells
4A01.01,Immunodeficiencies with severe reduction in at least two serum immunoglobulin isotypes with normal or low numbers of B cells
4A01.02,Specific antibody deficiency with normal immunoglobulin concentrations or normal number of B cells
4A01.03,Transient hypogammaglobulinaemia of infancy
4A01.04,Immunodeficiencies with isotype or light chain deficiencies with normal number of B cells
4A01.05,Immunodeficiencies with severe reduction in serum IgG or IgA with normal or elevated IgM and normal numbers of B-cells
4A01.06,Certain specified immunodeficiencies with predominantly antibody defects
4A01.0Z,Immunodeficiencies with predominantly antibody defects
4A01.10,Severe combined immunodeficiencies
4A01.11,Major histocompatibility complex class I deficiency
4A01.12,Major histocompatibility complex class II deficiency
4A01.1Y,Other specified combined immunodeficiencies
4A01.1Z,Combined immunodeficiencies
4A01.20,Immune dysregulation syndromes with hypopigmentation
4A01.21,Immune dysregulation syndromes presenting primarily with autoimmunity
4A01.22,Immune dysregulation syndromes presenting primarily with lymphoproliferation
4A01.23,Primary haemophagocytic lymphohistiocytosis
